Task_ID,Timestamp,Joint_ID,Desired_Position,Actual_Position,Desired_Velocity,Actual_Velocity,Actuator_Torque_Command,Energy_Consumption,Path_Error,Predicted_Position_SRR_DM_Bi_LSTM,Predicted_Velocity_SRR_DM_Bi_LSTM,Inference_Latency,Edge_Node_ID,Task_Completion_Time,Environment_Load,Motion_Type,Robot_Model,Edge_Computing_Enabled,Green_Computing_Mode,Target_Desired_Position
T006,01-07-2024 09:02,6,83.38792025,82.85972533,0.735258562,0.745430212,1.139358989,5.310082131,0.456216914,83.5533648,0.748235624,22.98879254,Edge-03,10.64816286,Light,Pick,FANUC M-20iA,TRUE,TRUE,83.38792025
T002,01-07-2024 09:06,1,59.23689433,60.46321555,0.698842936,0.716470852,0.874556552,5.190434624,0.336305331,58.89351382,0.67525932,24.12696078,Edge-03,12.00474157,Light,Place,IRB6700,TRUE,TRUE,59.23689433
T005,01-07-2024 09:01,2.615597094,55.15079466,54.61055977,0.794502916,0.854278147,1.012781457,6,0.46676243,54.82596752,0.793531867,22.96377951,Edge-01,15,Light,Inspect,IRB6700,TRUE,TRUE,55.15079466
T004,01-07-2024 09:04,1,60.66784144,61.07453293,0.435655371,0.381591105,1.264003813,4.740689702,0.2693928,60.91279322,0.437835201,24.16554385,Edge-02,13.08900179,Light,Weld,FANUC M-20iA,TRUE,TRUE,60.66784144
T010,01-07-2024 09:05,2.087288742,19.26436468,19.20838526,0.698828194,0.62147656,0.936207406,6,0.29740262,19.36389155,0.677709928,24.04023298,Edge-01,10.70945267,Heavy,Pick,IRB6700,TRUE,TRUE,19.26436468
T002,01-07-2024 09:07,5.234264391,10,9.52,0.297504325,0.311483435,1.208954936,5.418492409,0.144242274,9.42,0.297168896,24.7371369,Edge-02,12.83989397,Light,Pick,KUKA KR10,TRUE,TRUE,10
T001,01-07-2024 09:08,1.47154102,64.08760074,64.84441536,0.872054443,0.819912505,1.016132246,5.494848923,0.292428351,63.61319564,0.901607431,23.53722352,Edge-01,10.82387727,Light,Weld,FANUC M-20iA,TRUE,TRUE,64.08760074
T002,01-07-2024 09:00,2.835291662,63.35051715,63.29270832,0.514740001,0.484345426,1.152059938,4.780387678,0.236093539,63.53556701,0.529116917,24.50184929,Edge-02,14.8679738,Light,Inspect,IRB6700,TRUE,TRUE,63.35051715
T008,01-07-2024 09:01,3.656643011,27.97399839,28.72364302,0.639947575,0.628811021,0.850772426,4.963573452,0.187095639,27.72971753,0.649623162,23.22807187,Edge-01,10.97505869,Heavy,Pick,FANUC M-20iA,TRUE,TRUE,27.97399839
T004,01-07-2024 09:01,4.233237311,55.45513785,54.75129544,0.79183115,0.786356653,1.149567129,5.425340788,0.269580745,56.12324925,0.768072544,24.18318437,Edge-01,12.53642362,Light,Place,IRB6700,TRUE,TRUE,55.45513785
T006,01-07-2024 09:00,3.794929881,40.78236249,40.11355871,0.68247335,0.682128241,1.307929776,5.815050393,0.513554586,41.00953677,0.647314521,24.30424683,Edge-03,13.82490258,Light,Place,IRB6700,TRUE,TRUE,40.78236249
T004,01-07-2024 09:02,2.873610727,41.34809233,40.88634045,0.87171263,0.933334961,1.348796333,6,0.342028838,41.05002346,0.904391125,24.57923986,Edge-01,12.29036571,Light,Pick,FANUC M-20iA,TRUE,TRUE,41.34809233
T008,01-07-2024 09:03,2.571729981,40.83260282,41.57582749,0.790577536,0.753694567,0.800046217,4.90721658,0.132964491,40.47305206,0.772632995,23.59967158,Edge-03,10.37581305,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,40.83260282
T007,01-07-2024 09:01,3.006778994,18.98985684,19.89383617,0.329689509,0.354682109,1.155693396,5.631565377,0.360195152,19.73185344,0.324577302,24.06121263,Edge-02,12.6865822,Light,Place,IRB6700,TRUE,TRUE,18.98985684
T001,01-07-2024 09:02,2.516745407,20.96761497,21.31999922,1,1.09,1.095600888,5.374819229,0.193042282,21.47859825,1.05,24.00017124,Edge-03,11.10284822,Heavy,Place,IRB6700,TRUE,TRUE,20.96761497
T006,01-07-2024 09:08,1,46.30696602,46.78155109,0.295110119,0.402870777,1.159268728,5.49582539,0.372953498,46.56237643,0.284903272,24.72310161,Edge-01,12.12896394,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,46.30696602
T010,01-07-2024 09:02,6,18.45275599,18.39547297,0.878300797,0.799662841,1.334810625,5.689757489,0.369731338,18.77540954,0.877844915,23.14523259,Edge-01,11.44654635,Heavy,Weld,FANUC M-20iA,TRUE,TRUE,18.45275599
T002,01-07-2024 09:03,4.137331128,66.28854642,65.61451778,0.2,0.153191994,1.287662197,4.881992924,0.354097274,66.23263147,0.2,23.85661702,Edge-01,12.03952545,Heavy,Place,KUKA KR10,TRUE,TRUE,66.28854642
T009,01-07-2024 09:05,1.8593937,48.67008154,48.30126455,0.616409457,0.642360131,1.122725043,5.327199255,0.343107664,48.95219784,0.606674563,24.10427516,Edge-02,13.14120866,Heavy,Weld,IRB6700,TRUE,TRUE,48.67008154
T002,01-07-2024 09:02,3.13434308,72.73778172,73.74443858,0.693246367,0.593209392,1.267803604,5.689036902,0.418786688,73.44357509,0.637507854,23.48285399,Edge-01,10.01,Heavy,Inspect,KUKA KR10,TRUE,TRUE,72.73778172
T009,01-07-2024 09:04,6,69.68988821,69.49062903,0.858799621,0.776569401,0.826201296,4.837402691,0.306383473,69.27805166,0.863995158,24.62284425,Edge-02,12.27878797,Heavy,Weld,IRB6700,TRUE,TRUE,69.68988821
T005,01-07-2024 09:02,1,49.17084799,49.99262794,0.793988648,0.887689461,1.117396429,4.816327433,0.340088937,48.56320492,0.801137126,22.5,Edge-03,12.37333735,Light,Weld,FANUC M-20iA,TRUE,TRUE,49.17084799
T003,01-07-2024 09:06,1.798051034,52.07953491,51.81086308,0.575466961,0.609971043,1.336018843,6,0.219456619,51.35743221,0.574698614,24.22011072,Edge-01,12.21074255,Heavy,Pick,FANUC M-20iA,TRUE,TRUE,52.07953491
T008,01-07-2024 09:02,1.852105427,80.01878551,80.44791439,0.54365763,0.584371861,0.997515239,4.672325588,0.280130572,79.96473965,0.553906602,23.72991992,Edge-03,10.01,Heavy,Pick,KUKA KR10,TRUE,TRUE,80.01878551
T004,01-07-2024 09:00,4.290381111,56.27278612,56.08566871,0.845125946,0.855566865,1.294001021,4.51,0.432159394,56.44038512,0.822547474,24.91793266,Edge-03,11.89187725,Light,Weld,FANUC M-20iA,TRUE,TRUE,56.27278612
T005,01-07-2024 09:06,4.076087947,34.54717136,33.89962378,0.582193345,0.477189979,1.30575083,5.322348934,0.27448865,34.9999462,0.586137152,24.85965376,Edge-02,11.42342863,Heavy,Pick,KUKA KR10,TRUE,TRUE,34.54717136
T004,01-07-2024 09:04,4.468741124,80.33473063,80.80394571,0.206026148,0.176025767,1.228951233,5.865472993,0.377858343,80.86761782,0.214767461,24.27301226,Edge-02,10.65360371,Heavy,Weld,FANUC M-20iA,TRUE,TRUE,80.33473063
T007,01-07-2024 09:07,4.574678024,51.17255422,51.01422353,0.641374364,0.563101373,1.469026917,5.528936593,0.353065743,51.24843775,0.643056057,23.50491189,Edge-01,10.99789364,Heavy,Inspect,KUKA KR10,TRUE,TRUE,51.17255422
T007,01-07-2024 09:02,1.52680095,70.18462774,70.15762866,0.41364515,0.370210394,1.319910918,5.438527972,0.401257136,70.54907447,0.391019583,24.28936787,Edge-03,10.53178475,Heavy,Place,KUKA KR10,TRUE,TRUE,70.18462774
T006,01-07-2024 09:06,1.348343112,84.86340879,84.77178024,0.221220974,0.197951968,1.292778693,4.6969562,0.064657009,84.94465155,0.231506822,23.9236893,Edge-02,13.12994743,Heavy,Inspect,KUKA KR10,TRUE,TRUE,84.86340879
T009,01-07-2024 09:04,2.025963305,36.46083817,35.4806276,0.502861675,0.446025502,1.136056555,5.523181232,0.337933205,36.1457729,0.509926532,24.1332456,Edge-02,12.95276204,Heavy,Place,FANUC M-20iA,TRUE,TRUE,36.46083817
T008,01-07-2024 09:02,2.363884639,20.47839584,20.26678042,0.768535419,0.79650959,1.272791084,6,0.341749231,20.66940074,0.806260754,22.79493967,Edge-02,12.52759841,Light,Weld,FANUC M-20iA,TRUE,TRUE,20.47839584
T008,01-07-2024 09:06,3.058101095,44.49918391,44.59312606,0.769344265,0.792002043,1.28088318,5.619935072,0.4417072,44.70454482,0.75719987,23.98945959,Edge-01,12.39607522,Heavy,Pick,FANUC M-20iA,TRUE,TRUE,44.49918391
T005,01-07-2024 09:03,4.812898592,35.3673435,35.10318245,0.403279481,0.36760704,1.321422979,4.51,0.230061028,34.98572526,0.394604782,23.38398294,Edge-02,11.6346606,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,35.3673435
T008,01-07-2024 09:06,3.843646683,10,9.52,0.672459712,0.624163401,1.5,5.72739158,0.294141722,9.42,0.664996015,22.96606105,Edge-02,12.32317951,Light,Inspect,KUKA KR10,TRUE,TRUE,10
T007,01-07-2024 09:02,2.35690916,77.06878999,77.4202287,0.2,0.140189958,1.21715694,5.132206167,0.450973274,76.90938754,0.2,23.051652,Edge-02,11.85230436,Heavy,Weld,KUKA KR10,TRUE,TRUE,77.06878999
T008,01-07-2024 09:06,4.33682605,68.54772576,68.94620336,0.466979363,0.425219772,1.29321704,5.126164265,0.114855047,68.31387025,0.458407242,24.36973303,Edge-01,12.18831722,Heavy,Pick,KUKA KR10,TRUE,TRUE,68.54772576
T009,01-07-2024 09:01,1.849772114,50.43345382,50.44805373,0.451919817,0.490148941,1.368005666,5.606039696,0.138430174,50.44303815,0.477140041,23.77664708,Edge-02,14.77619618,Heavy,Weld,KUKA KR10,TRUE,TRUE,50.43345382
T003,01-07-2024 09:02,3.314208151,88.49073053,87.56515185,0.506285398,0.559401756,0.942131576,5.356080137,0.326403744,88.7120485,0.500267307,23.53735698,Edge-03,13.17829865,Heavy,Inspect,KUKA KR10,TRUE,TRUE,88.49073053
T002,01-07-2024 09:06,2.734224443,89.43,89.85,0.978789081,1.031908787,1.362599891,4.549626305,0.191439314,89.51,0.942541702,24.42643573,Edge-03,14.63641253,Heavy,Pick,KUKA KR10,TRUE,TRUE,89.43
T002,01-07-2024 09:00,3.494106352,63.35224664,62.70617975,0.367600795,0.343209291,0.927471325,5.734003351,0.377864437,63.21152826,0.355902236,24.36761519,Edge-01,12.32951114,Light,Inspect,FANUC M-20iA,TRUE,TRUE,63.35224664
T009,01-07-2024 09:02,5.478969667,78.03909906,78.04367593,0.337608473,0.364493151,1.300032068,6,0.398557289,77.77282109,0.31729657,22.5,Edge-03,11.98290312,Heavy,Pick,KUKA KR10,TRUE,TRUE,78.03909906
T008,01-07-2024 09:07,5.439537879,58.24042642,57.50495133,0.73466029,0.769500293,1.445757277,5.345128513,0.394925953,58.55277736,0.73349555,23.87929929,Edge-03,12.14374375,Light,Place,IRB6700,TRUE,TRUE,58.24042642
T004,01-07-2024 09:01,4.769367039,52.42308771,52.24109756,0.512572918,0.465665661,1.09292049,4.791488535,0.323515679,53.37818423,0.527511811,24.4707536,Edge-01,12.09000476,Light,Inspect,IRB6700,TRUE,TRUE,52.42308771
T010,01-07-2024 09:02,1,51.00965428,50.20817761,0.661409765,0.659302157,1.30345969,4.571354283,0.372621881,51.5330442,0.672294304,23.39354949,Edge-02,12.2749994,Heavy,Weld,FANUC M-20iA,TRUE,TRUE,51.00965428
T001,01-07-2024 09:05,1.851759843,10,9.52,0.309651358,0.299562719,1.157809052,4.570058167,0.282769793,9.42,0.330501988,23.27407457,Edge-01,12.0022966,Light,Inspect,KUKA KR10,TRUE,TRUE,10
T009,01-07-2024 09:01,3.762031146,40.25654995,39.79308684,0.557820744,0.594450668,1.253770774,4.830808101,0.237245976,40.43455143,0.593535894,24.65970125,Edge-02,14.59998526,Light,Pick,FANUC M-20iA,TRUE,TRUE,40.25654995
T003,01-07-2024 09:03,3.79804824,89.43,89.85,0.895342227,0.828613824,0.948541945,5.193512026,0.161874638,89.51,0.940682515,24.36622979,Edge-03,10.90890136,Light,Inspect,IRB6700,TRUE,TRUE,89.43
T009,01-07-2024 09:01,2.642461508,23.12962643,23.56195283,0.584389487,0.577363445,1.109273667,5.161724717,0.070468988,23.37265874,0.600095556,23.47465742,Edge-02,10.87948835,Light,Inspect,FANUC M-20iA,TRUE,TRUE,23.12962643
T007,01-07-2024 09:02,5.268742546,76.72282917,77.03979026,0.740258523,0.765165205,1.033048248,5.154165453,0.23306071,76.30076715,0.766158599,22.80067705,Edge-02,13.73731659,Light,Place,IRB6700,TRUE,TRUE,76.72282917
T004,01-07-2024 09:06,5.837837069,86.59779182,86.79641771,0.644477808,0.646059468,1.382793382,4.570747663,0.353443726,86.73394849,0.651159197,23.50349478,Edge-02,10.8335625,Light,Weld,FANUC M-20iA,TRUE,TRUE,86.59779182
T008,01-07-2024 09:07,6,73.06127377,73.46228666,0.248716351,0.326617795,1.184275713,5.940090861,0.401208256,73.23801871,0.27044396,23.25238355,Edge-01,10.58929689,Heavy,Pick,FANUC M-20iA,TRUE,TRUE,73.06127377
T007,01-07-2024 09:01,1.534936428,50.43723361,50.12919231,0.64135647,0.671232643,1.469994849,5.257043986,0.382110522,51.03973454,0.614453879,24.09581357,Edge-02,11.96335399,Light,Place,KUKA KR10,TRUE,TRUE,50.43723361
T002,01-07-2024 09:06,2.784679129,20.09432821,20.68941109,0.522270075,0.547263596,0.94115147,5.537988916,0.341349452,19.99766202,0.529318457,23.6740587,Edge-01,11.79613657,Light,Place,IRB6700,TRUE,TRUE,20.09432821
T008,01-07-2024 09:08,1.711493288,69.3192885,68.35988541,1,1.036722659,1.151658206,4.51,0.203114142,69.22004386,1.05,24.62695862,Edge-03,13.38637139,Heavy,Place,KUKA KR10,TRUE,TRUE,69.3192885
T002,01-07-2024 09:05,5.732642202,42.50433908,42.44757265,0.239831505,0.22233111,1.234512105,5.416358412,0.347653654,42.79252687,0.242590847,22.71606823,Edge-02,10.01,Heavy,Inspect,IRB6700,TRUE,TRUE,42.50433908
T007,01-07-2024 09:06,1.356811971,66.609519,66.90483397,1,0.964116769,1.086308009,5.188926756,0.350425725,66.34210462,1.035314182,24.18143241,Edge-01,11.17802179,Light,Place,KUKA KR10,TRUE,TRUE,66.609519
T010,01-07-2024 09:03,3.801635334,33.59421204,33.57613992,0.942156439,0.962310549,1.101142554,5.480936856,0.263572981,34.08172868,0.901851837,24.6599688,Edge-01,10.25697293,Heavy,Inspect,KUKA KR10,TRUE,TRUE,33.59421204
T007,01-07-2024 09:01,2.057815664,12.52930299,12.5737977,0.713982674,0.73934659,1.145624638,4.798145083,0.372153982,12.49994239,0.7044074,24.06565355,Edge-02,12.6583326,Light,Weld,FANUC M-20iA,TRUE,TRUE,12.52930299
T005,01-07-2024 09:05,3.08099232,50.06455523,51.08554796,0.2,0.12,1.267230008,5.346282387,0.287839208,49.82320266,0.2,23.69156962,Edge-02,12.67581739,Heavy,Pick,KUKA KR10,TRUE,TRUE,50.06455523
T001,01-07-2024 09:03,5.806353102,59.1944276,59.08853991,0.491907108,0.393073301,0.946284318,5.342445849,0.214149382,59.13303361,0.522552856,23.15765654,Edge-02,13.15930172,Heavy,Inspect,KUKA KR10,TRUE,TRUE,59.1944276
T009,01-07-2024 09:07,3.626944919,33.26717176,33.85370622,0.585782128,0.662138382,1.256717065,5.274233671,0.259833455,33.44495762,0.572468153,23.34522945,Edge-03,12.95332076,Heavy,Place,KUKA KR10,TRUE,TRUE,33.26717176
T004,01-07-2024 09:04,2.772385125,64.97470673,65.38342082,0.697987728,0.737656999,1.449679957,5.180571225,0.247547645,64.61607762,0.699428659,23.16382598,Edge-01,10.74077135,Heavy,Weld,FANUC M-20iA,TRUE,TRUE,64.97470673
T003,01-07-2024 09:01,4.485708916,48.31833608,48.4889209,0.495029927,0.512698846,1.055852466,4.939415505,0.41769951,48.0091314,0.523028033,22.97041522,Edge-02,14.47320165,Heavy,Place,KUKA KR10,TRUE,TRUE,48.31833608
T010,01-07-2024 09:04,3.304458423,53.3568133,52.8960614,0.832271317,0.815469384,0.866025278,4.976838656,0.321525713,53.37511259,0.860402482,24.90684712,Edge-01,13.62739416,Heavy,Pick,IRB6700,TRUE,TRUE,53.3568133
T010,01-07-2024 09:01,1.460226721,33.43522823,33.03236467,0.671717357,0.707398021,1.454703907,5.040132608,0.318365736,33.55452126,0.645770356,24.48318455,Edge-03,10.47127249,Light,Weld,FANUC M-20iA,TRUE,TRUE,33.43522823
T002,01-07-2024 09:07,2.252313786,47.61351809,47.48337369,0.816500519,0.843230315,0.898523144,5.518452343,0.218541439,47.6737771,0.821512804,23.61424201,Edge-03,11.37488779,Heavy,Pick,IRB6700,TRUE,TRUE,47.61351809
T002,01-07-2024 09:03,1,78.85382371,78.95408211,0.70044627,0.740292167,1.202352424,4.754840645,0.277261866,79.34202903,0.715691229,23.44533045,Edge-03,10.01,Light,Place,FANUC M-20iA,TRUE,TRUE,78.85382371
T006,01-07-2024 09:06,2.562450957,67.45798322,67.30275948,0.292313935,0.406919842,1.066943634,4.51,0.336199181,67.3914962,0.355807287,24.05845726,Edge-03,12.14937963,Heavy,Place,FANUC M-20iA,TRUE,TRUE,67.45798322
T003,01-07-2024 09:06,4.300907148,16.83236093,16.01861757,0.723177038,0.694626182,1.355116489,5.215565598,0.097990441,16.5976091,0.761501817,23.28327778,Edge-02,11.89296991,Light,Pick,FANUC M-20iA,TRUE,TRUE,16.83236093
T002,01-07-2024 09:03,1.95004621,38.23285094,38.84624163,0.408591545,0.498702854,1.248611013,5.177671944,0.327996134,38.03642782,0.374233696,24.99,Edge-01,13.2432192,Heavy,Weld,FANUC M-20iA,TRUE,TRUE,38.23285094
T004,01-07-2024 09:00,3.51229488,77.74744144,77.6154309,0.352553387,0.329504741,1.069109652,5.507254043,0.392434331,77.68964269,0.373040803,23.543023,Edge-01,15,Light,Weld,FANUC M-20iA,TRUE,TRUE,77.74744144
T007,01-07-2024 09:00,3.889590539,58.11475707,58.89472116,0.698969934,0.688521769,1.23842905,5.113006115,0.39372277,58.25229778,0.704431846,23.47955211,Edge-03,11.21860783,Heavy,Place,KUKA KR10,TRUE,TRUE,58.11475707
T005,01-07-2024 09:07,3.915371519,19.80225816,19.12250062,0.951995265,1.025115511,0.8,5.492210201,0.283626312,20.4487391,0.955694558,23.93308266,Edge-02,12.74181489,Light,Inspect,KUKA KR10,TRUE,TRUE,19.80225816
T007,01-07-2024 09:07,4.068088649,21.72499237,21.98136477,0.807833937,0.836266652,1.084454265,5.242828222,0.365890299,21.8759455,0.802829397,23.65948887,Edge-01,13.27173877,Light,Pick,FANUC M-20iA,TRUE,TRUE,21.72499237
T007,01-07-2024 09:04,6,62.46853167,62.3885518,0.702093422,0.677021663,0.816374868,5.328789538,0.225018002,63.03698672,0.689562406,23.69267843,Edge-01,13.11378681,Heavy,Pick,IRB6700,TRUE,TRUE,62.46853167
T001,01-07-2024 09:07,4.044601032,45.40640843,45.4675899,0.2,0.141018819,1.118588999,6,0.27078524,45.55614974,0.2,23.12879805,Edge-02,12.40934272,Heavy,Place,KUKA KR10,TRUE,TRUE,45.40640843
T006,01-07-2024 09:00,3.943799138,44.30607036,44.51717353,0.794132695,0.784423688,0.939774025,5.317148686,0.426516851,44.71975542,0.776871751,23.27845907,Edge-03,14.42406537,Light,Inspect,FANUC M-20iA,TRUE,TRUE,44.30607036
T010,01-07-2024 09:01,4.728016191,36.67287596,37.10595452,0.415915341,0.432208735,0.94379103,4.523784647,0.33196757,37.13997454,0.434620825,23.20206575,Edge-02,14.83834361,Light,Inspect,IRB6700,TRUE,TRUE,36.67287596
T001,01-07-2024 09:07,2.082989422,63.97577676,64.41621566,0.734367599,0.821957704,1.085227577,5.558008591,0.211304809,64.28355055,0.818195227,23.70873125,Edge-03,10.30493499,Heavy,Pick,IRB6700,TRUE,TRUE,63.97577676
T007,01-07-2024 09:05,5.087857492,50.53955585,49.99677089,0.562884408,0.630623139,1.158262283,5.204107066,0.391929843,50.42742586,0.538502246,23.89256286,Edge-02,11.45783543,Heavy,Inspect,KUKA KR10,TRUE,TRUE,50.53955585
T005,01-07-2024 09:06,5.209193825,41.76816489,42.05755529,0.330382186,0.291098795,1.176691228,5.43537454,0.425569604,42.14683573,0.320660482,24.07237004,Edge-02,12.46029427,Light,Pick,FANUC M-20iA,TRUE,TRUE,41.76816489
T006,01-07-2024 09:07,3.815426774,89.43,89.85,0.544669065,0.503607107,1.130250875,5.438710516,0.207208037,89.51,0.529781894,23.37723176,Edge-01,13.03642772,Light,Place,KUKA KR10,TRUE,TRUE,89.43
T008,01-07-2024 09:00,1.860091456,49.51800111,49.16994557,0.462821985,0.506481067,0.913922629,5.205655797,0.257720964,48.38174393,0.447863857,23.73436739,Edge-01,11.14155774,Light,Weld,FANUC M-20iA,TRUE,TRUE,49.51800111
T001,01-07-2024 09:04,1.901117628,34.62132085,34.81046504,1,1.046225973,1.00878097,4.703024425,0.328935057,34.7141659,0.998942986,23.45675385,Edge-02,12.99500954,Light,Weld,FANUC M-20iA,TRUE,TRUE,34.62132085
T010,01-07-2024 09:05,5.864334215,58.93781428,59.39809074,0.491619364,0.535694593,0.8,5.221267295,0.116568965,59.08565717,0.467476876,23.87034896,Edge-02,15,Light,Pick,KUKA KR10,TRUE,TRUE,58.93781428
T005,01-07-2024 09:02,3.013526271,50.27050734,49.97994059,0.764566157,0.686905952,0.939017315,5.552336334,0.357611972,51.32508587,0.732703506,24.07593659,Edge-02,13.99204192,Heavy,Pick,KUKA KR10,TRUE,TRUE,50.27050734
T010,01-07-2024 09:06,6,53.16170851,54.29126681,0.561267107,0.519522321,0.873161198,5.046214638,0.302937721,52.76532455,0.536667883,23.40108668,Edge-01,11.3133679,Light,Pick,KUKA KR10,TRUE,TRUE,53.16170851
T005,01-07-2024 09:00,1,56.20412452,56.54874191,0.330721038,0.370227814,1.148631907,5.30302619,0.447372529,56.07248504,0.3346246,23.56871284,Edge-03,11.96143685,Light,Place,FANUC M-20iA,TRUE,TRUE,56.20412452
T008,01-07-2024 09:01,6,87.72062065,87.05748183,0.493105438,0.471096338,0.895849601,5.284004956,0.363951195,87.95728365,0.492462362,22.5,Edge-01,12.6796622,Light,Place,FANUC M-20iA,TRUE,TRUE,87.72062065
T003,01-07-2024 09:00,4.978033318,34.18659499,34.22037592,0.489942703,0.428162224,1.19511392,6,0.22795824,33.97577643,0.47316711,23.82031832,Edge-01,10.80436315,Heavy,Inspect,KUKA KR10,TRUE,TRUE,34.18659499
T003,01-07-2024 09:00,1,47.6180462,48.33494483,0.458053481,0.472892518,1.144986602,5.612771165,0.216490133,48.09707372,0.494046202,23.86404685,Edge-03,13.82306846,Heavy,Inspect,IRB6700,TRUE,TRUE,47.6180462
T009,01-07-2024 09:07,3.934697507,69.14074126,68.44900738,0.596354937,0.579809158,1.127522411,4.881411865,0.50331558,69.86453231,0.580397611,23.35380144,Edge-03,11.88925092,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,69.14074126
T003,01-07-2024 09:03,3.036682828,32.8256626,32.89470898,0.2,0.12,0.8,5.575834996,0.25394371,32.45025933,0.2,24.71732707,Edge-03,11.76481928,Light,Pick,FANUC M-20iA,TRUE,TRUE,32.8256626
T003,01-07-2024 09:02,2.773889063,34.61861009,34.82349003,0.941453083,0.859803408,1.135733276,5.560670926,0.41456859,34.46091491,0.918976291,24.19753709,Edge-03,11.88969173,Heavy,Place,IRB6700,TRUE,TRUE,34.61861009
T009,01-07-2024 09:02,4.446530439,67.35846426,66.90568321,0.365667814,0.390617285,1.358146138,5.603436823,0.290875238,67.29706019,0.342565562,23.08548429,Edge-01,11.83704487,Light,Pick,FANUC M-20iA,TRUE,TRUE,67.35846426
T005,01-07-2024 09:04,2.460154191,76.51353181,76.99488781,0.409883899,0.429219437,0.890197309,5.184746417,0.303218232,76.58309905,0.414483532,24.67487124,Edge-03,12.73170317,Light,Place,FANUC M-20iA,TRUE,TRUE,76.51353181
T003,01-07-2024 09:06,2.937214545,37.78018715,37.39163773,0.592215944,0.593666204,1.192889576,5.261110514,0.364201532,38.03863772,0.603068622,22.61529497,Edge-03,12.09366492,Light,Pick,IRB6700,TRUE,TRUE,37.78018715
T004,01-07-2024 09:04,2.631827032,54.11875356,54.41372766,0.640525385,0.562039183,1.361236296,4.99916613,0.35603723,54.72100758,0.630326268,24.99,Edge-02,14.62700484,Light,Pick,FANUC M-20iA,TRUE,TRUE,54.11875356
T007,01-07-2024 09:06,1,22.14394798,21.60037505,0.521493612,0.623303315,1.177039175,5.335466549,0.269842516,22.24503975,0.538411819,23.37526881,Edge-02,13.17477589,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,22.14394798
T008,01-07-2024 09:05,1.581988229,69.74274864,70.09504715,0.633743987,0.558620265,1.061869025,6,0.505580894,69.85143319,0.604092073,23.96694949,Edge-01,10.41210641,Heavy,Inspect,KUKA KR10,TRUE,TRUE,69.74274864
T008,01-07-2024 09:01,1.371945701,10,9.52,0.537667578,0.562102109,1.306607599,5.050326695,0.311878935,9.42,0.568127308,23.58428682,Edge-03,14.01678257,Heavy,Place,IRB6700,TRUE,TRUE,10
T001,01-07-2024 09:03,5.545259778,63.82358543,63.51715892,0.766169401,0.743517293,1.06121642,5.062917809,0.529429439,63.59317835,0.781689792,24.99,Edge-02,11.54046432,Heavy,Weld,KUKA KR10,TRUE,TRUE,63.82358543
T007,01-07-2024 09:07,3.643039524,33.23853526,32.99267354,0.990405673,1.018202487,1.144417509,4.51,0.373008471,33.16259431,1.011583978,23.52574422,Edge-01,11.34606221,Heavy,Pick,KUKA KR10,TRUE,TRUE,33.23853526
T004,01-07-2024 09:07,6,64.88468051,65.72368889,0.787232309,0.758672509,1.356289776,4.573038705,0.397142344,65.05330472,0.749940255,22.5,Edge-03,11.05828942,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,64.88468051
T002,01-07-2024 09:03,2.771971588,48.13365226,48.39632485,0.573482063,0.60191694,0.8,5.062199057,0.434934753,48.1649897,0.567143719,24.37054935,Edge-01,12.71023442,Heavy,Inspect,IRB6700,TRUE,TRUE,48.13365226
T003,01-07-2024 09:08,4.775906182,10,9.52,0.371051906,0.426959492,1.294374562,5.380386841,0.202701856,9.42,0.353647803,24.48767816,Edge-03,11.41799696,Heavy,Inspect,IRB6700,TRUE,TRUE,10
T008,01-07-2024 09:03,4.584161674,22.55205891,22.476432,0.717837052,0.641189766,1.056116818,5.941608767,0.332695885,22.86794199,0.680572483,23.98489101,Edge-01,10.01,Heavy,Pick,FANUC M-20iA,TRUE,TRUE,22.55205891
T001,01-07-2024 09:02,4.190157015,49.94670849,49.58381025,0.2,0.12,1.175081871,5.698349421,0.160019097,50.09703383,0.2,24.23386903,Edge-01,12.64381681,Heavy,Weld,IRB6700,TRUE,TRUE,49.94670849
T001,01-07-2024 09:07,1,58.97486673,59.33067331,0.2,0.12,1.052040279,4.830095804,0.513908062,59.03820176,0.2,24.45113852,Edge-03,13.60039532,Heavy,Pick,KUKA KR10,TRUE,TRUE,58.97486673
T010,01-07-2024 09:05,3.403765159,82.82554585,82.86240811,0.885537295,0.946398354,0.8,5.521793959,0.295943823,83.18416746,0.877966494,23.66281819,Edge-02,10.01,Heavy,Pick,IRB6700,TRUE,TRUE,82.82554585
T002,01-07-2024 09:02,2.83872912,31.19829168,30.94138643,0.381614558,0.327256256,1.094448236,6,0.38009581,31.50088701,0.389276156,23.61835416,Edge-01,12.60398474,Light,Weld,KUKA KR10,TRUE,TRUE,31.19829168
T010,01-07-2024 09:00,1.610053797,68.61039936,68.5320405,1,1.051319642,1.30363641,6,0.293871075,68.45780764,1.013375734,24.74516666,Edge-03,12.23270035,Heavy,Pick,KUKA KR10,TRUE,TRUE,68.61039936
